transaction_id,order_id,order_amount,payment_count,payment_total,payment_dates,clean_payment_dates,bank_references,settlement_dates,clean_settlement_date,bank_transaction_count,bank_total,settlement_count,settlement_gross_total,settlement_fee_total,settlement_tax_total,settlement_adjustment_total,settlement_refund_total,settlement_chargeback_total,settlement_net_total,status,exception_type,reason,difference,clean_settlement_net,clean_settlement_gross,clean_settlement_fee,clean_settlement_tax,clean_settlement_adjustment,clean_settlement_refund,clean_settlement_chargeback
TXN00756,ORD00756,1499,1.0,1499.0,2026-01-08,2026-01-08,TXN00756,2026-01-07,2026-01-07,1,1499,1.0,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1481.31,1499.0,14.99,2.7,0.0,0.0,0.0
TXN00757,ORD00757,499,1.0,499.0,2026-03-30,2026-03-30,TXN00757,2026-03-30,2026-03-30,1,499,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,487.22,499.0,9.98,1.8,0.0,0.0,0.0
TXN00758,ORD00758,299,1.0,299.0,2026-05-21,2026-05-21,TXN00758,2026-05-22,2026-05-22,1,299,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,295.47,299.0,2.99,0.54,0.0,0.0,0.0
TXN00759,ORD00759,4999,1.0,4999.0,2026-04-22,2026-04-22,TXN00759,2026-04-22,2026-04-22,1,4999,1.0,4999.0,99.98,18.0,0.0,0.0,0.0,4881.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4881.02,4999.0,99.98,18.0,0.0,0.0,0.0
TXN00760,ORD00760,299,1.0,299.0,2026-01-14,2026-01-14,TXN00760,2026-01-15,2026-01-15,1,299,1.0,299.0,5.38,0.97,0.0,0.0,0.0,292.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,292.65,299.0,5.38,0.97,0.0,0.0,0.0
TXN00761,ORD00761,5999,1.0,5999.0,2026-04-15,2026-04-15,TXN00761,2026-04-17,2026-04-17,1,5999,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5757.42,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,100.0,5857.42,5999.0,119.98,21.6,0.0,0.0,0.0
TXN00762,ORD00762,299,1.0,299.0,2026-03-02,2026-03-02,TXN00762,2026-03-04,2026-03-04,1,299,1.0,299.0,5.98,1.08,0.0,0.0,0.0,291.94,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,291.94,299.0,5.98,1.08,0.0,0.0,0.0
TXN00763,ORD00763,9999,1.0,9999.0,2026-05-22,2026-05-22,TXN00763,2026-05-22,2026-05-22,1,9999,1.0,9999.0,199.98,36.0,0.0,0.0,0.0,9763.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9763.02,9999.0,199.98,36.0,0.0,0.0,0.0
TXN00764,ORD00764,199,1.0,199.0,2026-04-03,2026-04-03,TXN00764,,2026-04-06,1,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXCEPTION,MISSING_SETTLEMENT,No settlement record exists for the transaction.,199.0,195.48,199.0,2.98,0.54,0.0,0.0,0.0
TXN00765,ORD00765,4999,1.0,4999.0,2026-06-19,2026-06-19,TXN00765,2026-06-20,2026-06-20,1,4999,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4928.21,4999.0,59.99,10.8,0.0,0.0,0.0
TXN00766,ORD00766,799,1.0,799.0,2026-01-08,2026-01-08,TXN00766,2026-01-08,2026-01-08,1,799,2.0,1598.0,23.96,4.32,0.0,0.0,0.0,1569.72,EXCEPTION,DUPLICATE_SETTLEMENT,Duplicate settlement record detected.,-28.28,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00767,ORD00767,9999,1.0,9999.0,2026-05-02,2026-05-02,TXN00767,2026-05-03,2026-05-03,1,9999,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9822.02,9999.0,149.98,27.0,0.0,0.0,0.0
TXN00768,ORD00768,2499,1.0,2499.0,2026-05-01,2026-05-01,TXN00768,2026-05-02,2026-05-02,1,2499,1.0,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2463.61,2499.0,29.99,5.4,0.0,0.0,0.0
TXN00769,ORD00769,499,1.0,499.0,2026-04-11,2026-04-11,TXN00769,2026-04-11,2026-04-11,1,499,1.0,499.0,9.98,1.8,0.0,0.0,0.0,487.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,487.22,499.0,9.98,1.8,0.0,0.0,0.0
TXN00770,ORD00770,2499,1.0,2499.0,2026-02-17,2026-02-17,TXN00135,2026-02-20,2026-02-20,1,2499,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,EXCEPTION,WRONG_TRANSACTION_REFERENCE,Bank reference does not match the transaction ID.,0.0,2445.92,2499.0,44.98,8.1,0.0,0.0,0.0
TXN00771,ORD00771,999,1.0,999.0,2026-05-01,2026-05-01,TXN00771,2026-05-01,2026-05-01,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,234.85,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,750.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00772,ORD00772,499,1.0,499.0,2026-01-16,2026-01-16,TXN00772,2026-01-19,2026-01-19,1,499,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,493.11,499.0,4.99,0.9,0.0,0.0,0.0
TXN00773,ORD00773,1999,0.0,0.0,,2026-05-19,TXN00773,2026-05-20,2026-05-20,1,1999,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,1999.0,1951.82,1999.0,39.98,7.2,0.0,0.0,0.0
TXN00774,ORD00774,9999,1.0,9999.0,2026-04-11,2026-04-11,TXN00774,2026-04-11,2026-04-11,1,9999,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9786.62,9999.0,179.98,32.4,0.0,0.0,0.0
TXN00775,ORD00775,799,1.0,799.0,2026-05-27,2026-05-27,TXN00775,2026-05-29,2026-05-29,1,799,1.0,799.0,14.38,2.59,0.0,0.0,0.0,782.03,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,782.03,799.0,14.38,2.59,0.0,0.0,0.0
TXN00776,ORD00776,9999,1.0,9999.0,2026-04-14,2026-04-14,TXN00776,2026-04-13,2026-04-13,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00777,ORD00777,7999,1.0,7999.0,2026-05-14,2026-05-14,TXN00777,2026-05-14,2026-05-14,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7107.42,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,750.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00778,ORD00778,499,1.0,499.0,2026-02-14,2026-02-14,TXN00778,2026-02-17,2026-02-17,1,499,1.0,499.0,7.48,1.35,0.0,0.0,0.0,490.17,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,490.17,499.0,7.48,1.35,0.0,0.0,0.0
TXN00779,ORD00779,1999,1.0,1999.0,2026-01-11,2026-01-11,TXN00779,2026-01-13,2026-01-13,1,1999,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1951.82,1999.0,39.98,7.2,0.0,0.0,0.0
TXN00780,ORD00780,499,1.0,499.0,2026-06-10,2026-06-10,TXN00780,2026-06-11,2026-06-11,1,499,1.0,499.0,4.99,0.9,0.0,0.0,0.0,493.11,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,493.11,499.0,4.99,0.9,0.0,0.0,0.0
TXN00781,ORD00781,1999,1.0,1999.0,2026-01-25,2026-01-25,TXN00781,2026-01-24,2026-01-24,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00782,ORD00782,2999,1.0,2999.0,2026-03-12,2026-03-12,TXN00782,2026-03-14,2026-03-14,1,2999,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2963.61,2999.0,29.99,5.4,0.0,0.0,0.0
TXN00783,ORD00783,2999,1.0,2999.0,2026-06-02,2026-06-02,TXN00783,2026-06-03,2026-06-03,1,2999,1.0,2999.0,29.99,5.4,0.0,0.0,0.0,2963.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2963.61,2999.0,29.99,5.4,0.0,0.0,0.0
TXN00784,ORD00784,499,1.0,499.0,2026-02-08,2026-02-08,TXN00784,2026-02-09,2026-02-09,1,499,1.0,499.0,8.98,1.62,0.0,0.0,0.0,488.4,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,488.4,499.0,8.98,1.62,0.0,0.0,0.0
TXN00785,ORD00785,7999,1.0,7999.0,2026-01-26,2026-01-26,TXN00785,2026-01-29,2026-01-29,1,7999,1.0,7999.0,143.98,25.92,0.0,0.0,0.0,7829.1,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7829.1,7999.0,143.98,25.92,0.0,0.0,0.0
TXN00786,ORD00786,999,1.0,999.0,2026-04-16,2026-04-16,TXN00786,2026-04-18,2026-04-18,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00787,ORD00787,2499,1.0,2499.0,2026-06-05,2026-06-05,TXN00787,2026-06-07,2026-06-07,1,2499,1.0,2499.0,44.98,8.1,0.0,0.0,0.0,2445.92,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2445.92,2499.0,44.98,8.1,0.0,0.0,0.0
TXN00788,ORD00788,499,1.0,499.0,2026-04-14,2026-04-14,TXN00788,2026-04-15,2026-04-15,1,499,1.0,499.0,5.99,1.08,0.0,0.0,0.0,491.93,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,491.93,499.0,5.99,1.08,0.0,0.0,0.0
TXN00789,ORD00789,5999,1.0,5999.0,2026-03-27,2026-03-27,TXN00789,2026-03-28,2026-03-28,1,5999,1.0,5999.0,59.99,10.8,0.0,599.9,0.0,5328.31,EXCEPTION,REFUND,Settlement contains a refund.,599.9,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00790,ORD00790,1499,0.0,0.0,,2026-03-10,TXN00790,2026-03-11,2026-03-11,1,1499,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,1499.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00791,ORD00791,999,1.0,999.0,2026-03-21,2026-03-21,TXN00791,2026-03-22,2026-03-22,1,999,1.0,999.0,14.98,2.7,0.0,0.0,0.0,731.32,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,250.0,981.32,999.0,14.98,2.7,0.0,0.0,0.0
TXN00792,ORD00792,999,1.0,999.0,2026-02-04,2026-02-04,TXN00792,2026-02-07,2026-02-07,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00793,ORD00793,3999,2.0,7998.0,2026-04-18,2026-04-18,TXN00793,2026-04-19,2026-04-19,1,3999,1.0,3999.0,79.98,14.4,0.0,0.0,0.0,3904.62,EXCEPTION,DUPLICATE_PAYMENT,Duplicate payment record detected.,3999.0,3904.62,3999.0,79.98,14.4,0.0,0.0,0.0
TXN00794,ORD00794,9999,1.0,9999.0,2026-02-26,2026-02-26,TXN00794,2026-02-27,2026-02-27,1,9999,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9822.02,9999.0,149.98,27.0,0.0,0.0,0.0
TXN00795,ORD00795,9999,1.0,9999.0,2026-04-06,2026-04-06,TXN00795,2026-04-07,2026-04-07,1,9999,1.0,9999.0,119.99,21.6,0.0,0.0,0.0,9857.41,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9857.41,9999.0,119.99,21.6,0.0,0.0,0.0
TXN00796,ORD00796,999,1.0,999.0,2026-01-18,2026-01-18,TXN00796,2026-01-19,2026-01-19,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00797,ORD00797,199,1.0,199.0,2026-05-26,2026-05-26,TXN00797,2026-05-27,2026-05-27,1,199,1.0,199.0,1.99,0.36,0.0,0.0,0.0,196.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.65,199.0,1.99,0.36,0.0,0.0,0.0
TXN00798,ORD00798,799,0.0,0.0,,2026-01-16,TXN00798,2026-01-16,2026-01-16,1,799,1.0,799.0,11.98,2.16,0.0,0.0,0.0,784.86,EXCEPTION,MISSING_PAYMENT,No payment record exists for the transaction.,799.0,784.86,799.0,11.98,2.16,0.0,0.0,0.0
TXN00799,ORD00799,5999,1.0,5999.0,2026-04-05,2026-04-05,TXN00799,2026-04-04,2026-04-04,1,5999,1.0,5999.0,71.99,12.96,0.0,0.0,0.0,5914.05,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5914.05,5999.0,71.99,12.96,0.0,0.0,0.0
TXN00800,ORD00800,2999,1.0,2999.0,2026-04-29,2026-04-29,TXN00800,2026-04-30,2026-04-30,1,2999,1.0,2999.0,44.98,8.1,0.0,749.75,0.0,2196.17,EXCEPTION,REFUND,Settlement contains a refund.,749.75,2945.92,2999.0,44.98,8.1,0.0,0.0,0.0
TXN00801,ORD00801,1499,1.0,1499.0,2026-03-03,2026-03-03,TXN00801,2026-03-04,2026-03-04,1,1499,1.0,1499.0,14.99,2.7,0.0,0.0,0.0,1481.31,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1481.31,1499.0,14.99,2.7,0.0,0.0,0.0
TXN00802,ORD00802,3999,1.0,3999.0,2026-05-02,2026-05-02,TXN00802,2026-05-03,2026-05-03,1,3999,1.0,3999.0,71.98,12.96,0.0,0.0,0.0,3914.06,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3914.06,3999.0,71.98,12.96,0.0,0.0,0.0
TXN00803,ORD00803,5999,1.0,5999.0,2026-03-09,2026-03-09,TXN00803,2026-03-11,2026-03-11,1,5999,1.0,5999.0,107.98,19.44,0.0,0.0,0.0,5871.58,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5871.58,5999.0,107.98,19.44,0.0,0.0,0.0
TXN00804,ORD00804,199,1.0,199.0,2026-04-10,2026-04-10,TXN00804,2026-04-10,2026-04-10,1,199,1.0,199.0,2.39,0.43,0.0,0.0,0.0,196.18,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.18,199.0,2.39,0.43,0.0,0.0,0.0
TXN00805,ORD00805,4999,1.0,4999.0,2026-02-28,2026-02-28,TXN00805,2026-02-28,2026-02-28,1,4999,1.0,4999.0,99.98,18.0,0.0,0.0,0.0,4881.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4881.02,4999.0,99.98,18.0,0.0,0.0,0.0
TXN00806,ORD00806,1999,1.0,1999.0,2026-06-18,2026-06-18,TXN00806,2026-06-19,2026-06-19,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00807,ORD00807,4999,1.0,4999.0,2026-02-03,2026-02-03,TXN00807,2026-02-05,2026-02-05,1,4999,1.0,4999.0,99.98,18.0,0.0,0.0,0.0,4881.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4881.02,4999.0,99.98,18.0,0.0,0.0,0.0
TXN00808,ORD00808,3999,1.0,3999.0,2026-03-06,2026-03-06,TXN00808,2026-03-09,2026-03-09,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,1999.5,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 50% of gross amount.,1999.5,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00809,ORD00809,9999,1.0,9999.0,2026-04-07,2026-04-07,TXN00809,2026-04-08,2026-04-08,1,9999,1.0,9999.0,179.98,32.4,0.0,0.0,0.0,9786.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9786.62,9999.0,179.98,32.4,0.0,0.0,0.0
TXN00810,ORD00810,2499,1.0,2499.0,2026-02-25,2026-02-25,TXN00810,2026-02-28,2026-02-28,1,2499,1.0,2499.0,24.99,4.5,0.0,0.0,0.0,2219.51,EXCEPTION,AMOUNT_MISMATCH,Settlement net amount differs from the clean reference amount.,250.0,2469.51,2499.0,24.99,4.5,0.0,0.0,0.0
TXN00811,ORD00811,3999,1.0,3999.0,2026-04-13,2026-04-13,TXN00811,2026-04-14,2026-04-14,1,3999,1.0,3999.0,39.99,7.2,0.0,0.0,0.0,3951.81,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3951.81,3999.0,39.99,7.2,0.0,0.0,0.0
TXN00812,ORD00812,9999,1.0,9999.0,2026-06-19,2026-06-19,TXN00812,2026-06-21,2026-06-21,1,9999,1.0,9999.0,99.99,18.0,0.0,0.0,0.0,9881.01,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9881.01,9999.0,99.99,18.0,0.0,0.0,0.0
TXN00813,ORD00813,999,1.0,999.0,2026-06-05,2026-06-05,TXN00813,2026-06-06,2026-06-06,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00814,ORD00814,1499,1.0,1499.0,2026-01-18,2026-01-18,TXN00814,2026-01-19,2026-01-19,1,1499,1.0,1499.0,29.98,5.4,0.0,0.0,0.0,1463.62,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1463.62,1499.0,29.98,5.4,0.0,0.0,0.0
TXN00815,ORD00815,4999,1.0,4999.0,2026-03-10,2026-03-10,TXN00815,2026-03-10,2026-03-10,1,4999,1.0,4999.0,89.98,16.2,0.0,0.0,0.0,4892.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4892.82,4999.0,89.98,16.2,0.0,0.0,0.0
TXN00816,ORD00816,7999,1.0,7999.0,2026-05-14,2026-05-14,TXN00816,2026-05-14,2026-05-14,1,7999,1.0,7999.0,79.99,14.4,0.0,0.0,0.0,7904.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7904.61,7999.0,79.99,14.4,0.0,0.0,0.0
TXN00817,ORD00817,4999,1.0,4999.0,2026-04-15,2026-04-15,TXN00817,2026-04-16,2026-04-16,1,4999,1.0,4999.0,349.93,9.0,0.0,0.0,0.0,4640.07,EXCEPTION,INCORRECT_FEE,Settlement fee is 7.00% of gross amount.,349.93,4940.01,4999.0,49.99,9.0,0.0,0.0,0.0
TXN00818,ORD00818,2499,1.0,2499.0,2026-06-19,2026-06-19,TXN00818,2026-06-18,2026-06-18,1,2499,1.0,2499.0,29.99,5.4,0.0,0.0,0.0,2463.61,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2463.61,2499.0,29.99,5.4,0.0,0.0,0.0
TXN00819,ORD00819,1999,1.0,1999.0,2026-04-14,2026-04-14,TXN00819,2026-04-16,2026-04-16,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00820,ORD00820,1499,1.0,1499.0,2026-02-18,2026-02-18,TXN00820,2026-02-21,2026-02-21,1,1499,1.0,1499.0,22.48,4.05,0.0,0.0,0.0,1199.2,EXCEPTION,PARTIAL_SETTLEMENT,Settlement net amount is 80% of gross amount.,299.8,1472.47,1499.0,22.48,4.05,0.0,0.0,0.0
TXN00821,ORD00821,1499,1.0,1499.0,2026-06-22,2026-06-22,TXN00821,2026-06-22,2026-06-22,1,1499,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00822,ORD00822,999,1.0,999.0,2026-02-18,2026-02-18,TXN00822,2026-02-17,2026-02-17,1,999,1.0,999.0,11.99,2.16,0.0,0.0,0.0,984.85,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,984.85,999.0,11.99,2.16,0.0,0.0,0.0
TXN00823,ORD00823,5999,1.0,5999.0,2026-03-10,2026-03-10,TXN00823,2026-03-10,2026-03-10,1,5999,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5857.42,5999.0,119.98,21.6,0.0,0.0,0.0
TXN00824,ORD00824,1499,1.0,1499.0,2026-02-26,2026-02-26,TXN00824,2026-02-28,2026-02-28,1,1499,1.0,1499.0,29.98,5.4,0.0,374.75,0.0,1088.87,EXCEPTION,REFUND,Settlement contains a refund.,374.75,1463.62,1499.0,29.98,5.4,0.0,0.0,0.0
TXN00825,ORD00825,1499,1.0,1499.0,2026-03-26,2026-03-26,TXN00825,2026-03-27,2026-03-27,1,1499,1.0,1499.0,26.98,4.86,0.0,0.0,0.0,1467.16,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1467.16,1499.0,26.98,4.86,0.0,0.0,0.0
TXN00826,ORD00826,9999,1.0,9999.0,2026-05-01,2026-05-01,TXN00826,2026-04-30,2026-04-30,1,9999,1.0,9999.0,149.98,27.0,0.0,0.0,0.0,9822.02,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,9822.02,9999.0,149.98,27.0,0.0,0.0,0.0
TXN00827,ORD00827,3999,1.0,3999.0,2026-06-12,2026-06-12,TXN00827,2026-06-13,2026-06-13,1,3999,1.0,3999.0,59.98,10.8,0.0,0.0,0.0,3928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,3928.22,3999.0,59.98,10.8,0.0,0.0,0.0
TXN00828,ORD00828,299,1.0,299.0,2026-05-11,2026-05-11,TXN00828,2026-05-10,2026-05-10,1,299,1.0,299.0,2.99,0.54,0.0,0.0,0.0,295.47,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,295.47,299.0,2.99,0.54,0.0,0.0,0.0
TXN00829,ORD00829,199,1.0,199.0,2026-04-17,2026-04-17,TXN00829,2026-04-18,2026-04-18,1,199,1.0,199.0,1.99,0.36,0.0,0.0,0.0,196.65,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,196.65,199.0,1.99,0.36,0.0,0.0,0.0
TXN00830,ORD00830,1999,1.0,1999.0,2026-03-29,2026-03-29,TXN00830,2026-03-31,2026-03-31,1,1999,1.0,1999.0,39.98,7.2,0.0,0.0,0.0,1951.82,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1951.82,1999.0,39.98,7.2,0.0,0.0,0.0
TXN00831,ORD00831,7999,1.0,7999.0,2026-02-17,2026-02-17,TXN00831,2026-02-17,2026-02-17,1,7999,1.0,7999.0,119.98,21.6,0.0,0.0,0.0,7857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,7857.42,7999.0,119.98,21.6,0.0,0.0,0.0
TXN00832,ORD00832,499,1.0,499.0,2026-06-11,2026-06-11,TXN00832,2026-06-12,2026-06-12,1,499,1.0,499.0,5.99,1.08,0.0,0.0,0.0,491.93,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,491.93,499.0,5.99,1.08,0.0,0.0,0.0
TXN00833,ORD00833,999,1.0,999.0,2026-04-26,2026-04-26,TXN00833,2026-04-27,2026-04-27,1,999,1.0,999.0,9.99,1.8,0.0,0.0,0.0,987.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,987.21,999.0,9.99,1.8,0.0,0.0,0.0
TXN00834,ORD00834,2499,1.0,2499.0,2026-02-11,2026-02-11,TXN00834,2026-02-11,2026-02-11,1,2499,1.0,2499.0,37.48,6.75,0.0,0.0,0.0,2454.77,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2454.77,2499.0,37.48,6.75,0.0,0.0,0.0
TXN00835,ORD00835,4999,1.0,4999.0,2026-04-23,2026-04-23,TXN00835,2026-04-23,2026-04-23,1,4999,1.0,4999.0,59.99,10.8,0.0,0.0,0.0,4928.21,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,4928.21,4999.0,59.99,10.8,0.0,0.0,0.0
TXN00836,ORD00836,1999,1.0,1999.0,2026-05-05,2026-05-05,TXN00836,2026-05-05,2026-05-05,1,1999,1.0,1999.0,23.99,4.32,0.0,0.0,0.0,1970.69,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1970.69,1999.0,23.99,4.32,0.0,0.0,0.0
TXN00837,ORD00837,5999,1.0,5999.0,2026-02-21,2026-02-21,TXN00837,2026-02-24,2026-02-24,1,5999,1.0,5999.0,59.99,10.8,0.0,1499.75,0.0,4428.46,EXCEPTION,REFUND,Settlement contains a refund.,1499.75,5928.21,5999.0,59.99,10.8,0.0,0.0,0.0
TXN00838,ORD00838,799,1.0,799.0,2026-05-16,2026-05-16,TXN00838,2026-05-17,2026-05-17,1,799,1.0,799.0,14.38,2.59,0.0,0.0,0.0,782.03,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,782.03,799.0,14.38,2.59,0.0,0.0,0.0
TXN00839,ORD00839,5999,1.0,5999.0,2026-02-28,2026-02-28,TXN00839,2026-03-01,2026-03-01,1,5999,1.0,5999.0,119.98,21.6,0.0,0.0,0.0,5857.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,5857.42,5999.0,119.98,21.6,0.0,0.0,0.0
TXN00840,ORD00840,1999,1.0,1999.0,2026-01-29,2026-01-29,TXN00840,2026-01-29,2026-01-29,1,1999,1.0,1999.0,35.98,6.48,0.0,0.0,0.0,1956.54,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,1956.54,1999.0,35.98,6.48,0.0,0.0,0.0
TXN00841,ORD00841,999,1.0,999.0,2026-01-12,2026-01-12,TXN00841,2026-01-15,2026-01-15,1,999,1.0,999.0,19.98,3.6,0.0,0.0,0.0,975.42,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,975.42,999.0,19.98,3.6,0.0,0.0,0.0
TXN00842,ORD00842,2999,1.0,2999.0,2026-06-02,2026-06-02,TXN00842,2026-06-05,2026-06-05,1,2999,1.0,2999.0,59.98,10.8,0.0,0.0,0.0,2928.22,MATCHED,MATCHED,Transaction passed all reconciliation rules.,0.0,2928.22,2999.0,59.98,10.8,0.0,0.0,0.0
