transaction_id,order_id,customer_id,merchant_id,order_date,order_amount,currency,payment_method
TXN00937,ORD00937,CUST0165,MERCHANT_005,2026-01-22,299,INR,CARD
TXN00938,ORD00938,CUST0276,MERCHANT_005,2026-01-02,4999,INR,UPI
TXN00939,ORD00939,CUST0108,MERCHANT_002,2026-06-25,1999,INR,UPI
TXN00940,ORD00940,CUST0106,MERCHANT_005,2026-06-29,5999,INR,WALLET
TXN00941,ORD00941,CUST0037,MERCHANT_002,2026-01-07,2499,INR,NETBANKING
TXN00942,ORD00942,CUST0020,MERCHANT_001,2026-01-19,199,INR,CARD
TXN00943,ORD00943,CUST0129,MERCHANT_005,2026-01-19,3999,INR,CARD
TXN00944,ORD00944,CUST0133,MERCHANT_004,2026-04-10,2499,INR,WALLET
TXN00945,ORD00945,CUST0222,MERCHANT_003,2026-01-05,1999,INR,UPI
TXN00946,ORD00946,CUST0274,MERCHANT_001,2026-06-14,5999,INR,UPI
TXN00947,ORD00947,CUST0300,MERCHANT_001,2026-06-29,9999,INR,UPI
TXN00948,ORD00948,CUST0184,MERCHANT_005,2026-01-28,999,INR,NETBANKING
TXN00949,ORD00949,CUST0045,MERCHANT_003,2026-04-23,1999,INR,WALLET
TXN00950,ORD00950,CUST0016,MERCHANT_004,2026-02-10,2999,INR,CARD
TXN00951,ORD00951,CUST0070,MERCHANT_004,2026-05-20,999,INR,CARD
TXN00952,ORD00952,CUST0153,MERCHANT_003,2026-01-03,2999,INR,CARD
TXN00953,ORD00953,CUST0064,MERCHANT_001,2026-01-02,3999,INR,WALLET
TXN00954,ORD00954,CUST0276,MERCHANT_005,2026-01-22,999,INR,CARD
TXN00955,ORD00955,CUST0177,MERCHANT_002,2026-04-16,4999,INR,CARD
TXN00956,ORD00956,CUST0083,MERCHANT_002,2026-02-26,3999,INR,NETBANKING
TXN00957,ORD00957,CUST0100,MERCHANT_001,2026-02-16,4999,INR,UPI
TXN00958,ORD00958,CUST0282,MERCHANT_004,2026-06-15,2999,INR,UPI
TXN00959,ORD00959,CUST0149,MERCHANT_001,2026-03-06,299,INR,CARD
TXN00960,ORD00960,CUST0298,MERCHANT_004,2026-03-26,1499,INR,CARD
TXN00961,ORD00961,CUST0121,MERCHANT_001,2026-03-14,3999,INR,UPI
TXN00962,ORD00962,CUST0100,MERCHANT_003,2026-05-05,2499,INR,NETBANKING
TXN00963,ORD00963,CUST0157,MERCHANT_005,2026-02-09,3999,INR,NETBANKING
TXN00964,ORD00964,CUST0162,MERCHANT_004,2026-02-13,199,INR,NETBANKING
TXN00965,ORD00965,CUST0127,MERCHANT_002,2026-06-14,1999,INR,NETBANKING
TXN00966,ORD00966,CUST0185,MERCHANT_002,2026-06-23,5999,INR,NETBANKING
TXN00967,ORD00967,CUST0246,MERCHANT_004,2026-04-25,1499,INR,NETBANKING
TXN00968,ORD00968,CUST0250,MERCHANT_005,2026-01-28,499,INR,UPI
TXN00969,ORD00969,CUST0144,MERCHANT_002,2026-05-18,799,INR,NETBANKING
TXN00970,ORD00970,CUST0040,MERCHANT_001,2026-01-05,9999,INR,UPI
TXN00971,ORD00971,CUST0298,MERCHANT_005,2026-04-14,7999,INR,CARD
TXN00972,ORD00972,CUST0019,MERCHANT_005,2026-03-08,2999,INR,WALLET
TXN00973,ORD00973,CUST0077,MERCHANT_003,2026-04-11,799,INR,NETBANKING
TXN00974,ORD00974,CUST0069,MERCHANT_004,2026-05-09,2999,INR,UPI
TXN00975,ORD00975,CUST0204,MERCHANT_003,2026-05-09,199,INR,CARD
TXN00976,ORD00976,CUST0085,MERCHANT_005,2026-02-05,2499,INR,CARD
TXN00977,ORD00977,CUST0092,MERCHANT_005,2026-05-25,4999,INR,CARD
TXN00978,ORD00978,CUST0248,MERCHANT_003,2026-01-11,799,INR,WALLET
TXN00979,ORD00979,CUST0119,MERCHANT_001,2026-03-09,1499,INR,CARD
TXN00980,ORD00980,CUST0022,MERCHANT_002,2026-05-13,7999,INR,NETBANKING
TXN00981,ORD00981,CUST0199,MERCHANT_004,2026-04-27,199,INR,UPI
TXN00982,ORD00982,CUST0166,MERCHANT_001,2026-06-30,2999,INR,NETBANKING
TXN00983,ORD00983,CUST0135,MERCHANT_005,2026-05-20,3999,INR,CARD
TXN00984,ORD00984,CUST0193,MERCHANT_004,2026-04-04,3999,INR,UPI
TXN00985,ORD00985,CUST0265,MERCHANT_003,2026-04-07,799,INR,WALLET
TXN00986,ORD00986,CUST0181,MERCHANT_003,2026-05-05,7999,INR,WALLET
TXN00987,ORD00987,CUST0004,MERCHANT_005,2026-02-05,2499,INR,CARD
TXN00988,ORD00988,CUST0118,MERCHANT_001,2026-05-12,4999,INR,NETBANKING
TXN00989,ORD00989,CUST0109,MERCHANT_002,2026-02-17,499,INR,NETBANKING
TXN00990,ORD00990,CUST0061,MERCHANT_002,2026-04-17,7999,INR,NETBANKING
TXN00991,ORD00991,CUST0059,MERCHANT_004,2026-06-22,2499,INR,WALLET
TXN00992,ORD00992,CUST0108,MERCHANT_005,2026-02-11,4999,INR,WALLET
TXN00993,ORD00993,CUST0012,MERCHANT_002,2026-01-12,499,INR,CARD
TXN00994,ORD00994,CUST0069,MERCHANT_005,2026-01-11,3999,INR,CARD
TXN00995,ORD00995,CUST0029,MERCHANT_002,2026-03-08,499,INR,WALLET
TXN00996,ORD00996,CUST0289,MERCHANT_001,2026-06-19,9999,INR,NETBANKING
TXN00997,ORD00997,CUST0044,MERCHANT_002,2026-04-25,3999,INR,WALLET
TXN00998,ORD00998,CUST0247,MERCHANT_002,2026-02-26,9999,INR,WALLET
TXN00999,ORD00999,CUST0074,MERCHANT_005,2026-02-16,3999,INR,NETBANKING
TXN01000,ORD01000,CUST0086,MERCHANT_003,2026-04-27,3999,INR,UPI
