bank_transaction_id,transaction_id,merchant_id,transaction_date,credit_amount,transaction_type,reference,currency
BANK00915,TXN00915,MERCHANT_004,2026-04-10,1999,CREDIT,TXN00915,INR
BANK00916,TXN00916,MERCHANT_001,2026-01-06,5999,CREDIT,TXN00916,INR
BANK00917,TXN00917,MERCHANT_005,2026-04-25,9999,CREDIT,TXN00917,INR
BANK00918,TXN00918,MERCHANT_005,2026-05-20,5999,CREDIT,TXN00918,INR
BANK00919,TXN00919,MERCHANT_003,2026-04-26,499,CREDIT,TXN00919,INR
BANK00920,TXN00920,MERCHANT_002,2026-05-13,299,CREDIT,TXN00920,INR
BANK00921,TXN00921,MERCHANT_004,2026-03-14,2999,CREDIT,TXN00921,INR
BANK00922,TXN00922,MERCHANT_002,2026-05-30,9999,CREDIT,TXN00922,INR
BANK00923,TXN00923,MERCHANT_003,2026-05-01,5999,CREDIT,TXN00923,INR
BANK00924,TXN00924,MERCHANT_002,2026-03-26,3999,CREDIT,TXN00924,INR
BANK00925,TXN00925,MERCHANT_004,2026-05-28,2999,CREDIT,TXN00925,INR
BANK00926,TXN00926,MERCHANT_003,2026-05-15,799,CREDIT,TXN00926,INR
BANK00927,TXN00927,MERCHANT_001,2026-05-10,499,CREDIT,TXN00927,INR
BANK00928,TXN00928,MERCHANT_005,2026-04-16,299,CREDIT,TXN00928,INR
BANK00929,TXN00929,MERCHANT_002,2026-06-20,1499,CREDIT,TXN00929,INR
BANK00930,TXN00930,MERCHANT_003,2026-02-25,7999,CREDIT,TXN00930,INR
BANK00931,TXN00931,MERCHANT_001,2026-01-30,4999,CREDIT,TXN00931,INR
BANK00932,TXN00932,MERCHANT_002,2026-06-14,3999,CREDIT,TXN00932,INR
BANK00933,TXN00933,MERCHANT_003,2026-04-08,7999,CREDIT,TXN00933,INR
BANK00934,TXN00934,MERCHANT_003,2026-05-19,5999,CREDIT,TXN00934,INR
BANK00935,TXN00935,MERCHANT_005,2026-04-08,2999,CREDIT,TXN00935,INR
BANK00936,TXN00936,MERCHANT_001,2026-03-17,4999,CREDIT,TXN00936,INR
BANK00937,TXN00937,MERCHANT_005,2026-01-22,299,CREDIT,TXN00937,INR
BANK00938,TXN00938,MERCHANT_005,2026-01-02,4999,CREDIT,TXN00938,INR
BANK00939,TXN00939,MERCHANT_002,2026-06-27,1999,CREDIT,TXN00939,INR
BANK00940,TXN00940,MERCHANT_005,2026-06-30,5999,CREDIT,TXN00940,INR
BANK00941,TXN00941,MERCHANT_002,2026-01-09,2499,CREDIT,TXN00941,INR
BANK00942,TXN00942,MERCHANT_001,2026-01-19,199,CREDIT,TXN00942,INR
BANK00943,TXN00943,MERCHANT_005,2026-01-19,3999,CREDIT,TXN00943,INR
BANK00944,TXN00944,MERCHANT_004,2026-04-10,2499,CREDIT,TXN00944,INR
BANK00945,TXN00945,MERCHANT_003,2026-01-07,1999,CREDIT,TXN00945,INR
BANK00946,TXN00946,MERCHANT_001,2026-06-15,5999,CREDIT,TXN00946,INR
BANK00947,TXN00947,MERCHANT_001,2026-06-29,9999,CREDIT,TXN00947,INR
BANK00948,TXN00948,MERCHANT_005,2026-01-30,999,CREDIT,TXN00948,INR
BANK00949,TXN00949,MERCHANT_003,2026-04-24,1999,CREDIT,TXN00949,INR
BANK00950,TXN00950,MERCHANT_004,2026-02-11,2999,CREDIT,TXN00950,INR
BANK00951,TXN00951,MERCHANT_004,2026-05-21,999,CREDIT,TXN00951,INR
BANK00952,TXN00952,MERCHANT_003,2026-01-03,2999,CREDIT,TXN00952,INR
BANK00953,TXN00953,MERCHANT_001,2026-01-02,3999,CREDIT,TXN00953,INR
BANK00954,TXN00954,MERCHANT_005,2026-01-22,999,CREDIT,TXN00954,INR
BANK00955,TXN00955,MERCHANT_002,2026-04-16,4999,CREDIT,TXN00955,INR
BANK00956,TXN00956,MERCHANT_002,2026-02-26,3999,CREDIT,TXN00956,INR
BANK00957,TXN00957,MERCHANT_001,2026-02-16,4999,CREDIT,TXN00957,INR
BANK00958,TXN00958,MERCHANT_004,2026-06-15,2999,CREDIT,TXN00958,INR
BANK00959,TXN00959,MERCHANT_001,2026-03-06,299,CREDIT,TXN00959,INR
BANK00960,TXN00960,MERCHANT_004,2026-03-26,1499,CREDIT,TXN00960,INR
BANK00961,TXN00961,MERCHANT_001,2026-03-16,3999,CREDIT,TXN00961,INR
BANK00962,TXN00962,MERCHANT_003,2026-05-06,2499,CREDIT,TXN00962,INR
BANK00963,TXN00963,MERCHANT_005,2026-02-09,3999,CREDIT,TXN00963,INR
BANK00964,TXN00964,MERCHANT_004,2026-02-13,199,CREDIT,TXN00964,INR
BANK00965,TXN00965,MERCHANT_002,2026-06-14,1999,CREDIT,TXN00965,INR
BANK00966,TXN00966,MERCHANT_002,2026-06-23,5999,CREDIT,TXN00966,INR
BANK00967,TXN00967,MERCHANT_004,2026-04-26,1499,CREDIT,TXN00967,INR
BANK00968,TXN00968,MERCHANT_005,2026-01-28,499,CREDIT,TXN00968,INR
BANK00969,TXN00969,MERCHANT_002,2026-05-20,799,CREDIT,TXN00969,INR
BANK00970,TXN00970,MERCHANT_001,2026-01-05,9999,CREDIT,TXN00970,INR
BANK00971,TXN00971,MERCHANT_005,2026-04-16,7999,CREDIT,TXN00971,INR
BANK00972,TXN00972,MERCHANT_005,2026-03-09,2999,CREDIT,TXN00972,INR
BANK00973,TXN00973,MERCHANT_003,2026-04-11,799,CREDIT,TXN00973,INR
BANK00974,TXN00974,MERCHANT_004,2026-05-09,2999,CREDIT,TXN00974,INR
BANK00975,TXN00975,MERCHANT_003,2026-05-10,199,CREDIT,TXN00975,INR
BANK00976,TXN00976,MERCHANT_005,2026-02-05,2499,CREDIT,TXN00976,INR
BANK00977,TXN00977,MERCHANT_005,2026-05-26,4999,CREDIT,TXN00977,INR
BANK00978,TXN00978,MERCHANT_003,2026-01-12,799,CREDIT,TXN00978,INR
BANK00979,TXN00979,MERCHANT_001,2026-03-10,1499,CREDIT,TXN00979,INR
BANK00980,TXN00980,MERCHANT_002,2026-05-13,7999,CREDIT,TXN00980,INR
BANK00981,TXN00981,MERCHANT_004,2026-04-27,199,CREDIT,TXN00981,INR
BANK00982,TXN00982,MERCHANT_001,2026-06-30,2999,CREDIT,TXN00982,INR
BANK00983,TXN00983,MERCHANT_005,2026-05-20,3999,CREDIT,TXN00983,INR
BANK00984,TXN00984,MERCHANT_004,2026-04-05,3999,CREDIT,TXN00984,INR
BANK00985,TXN00985,MERCHANT_003,2026-04-07,799,CREDIT,TXN00985,INR
BANK00986,TXN00986,MERCHANT_003,2026-05-05,7999,CREDIT,TXN00986,INR
BANK00987,TXN00987,MERCHANT_005,2026-02-06,2499,CREDIT,TXN00987,INR
BANK00988,TXN00988,MERCHANT_001,2026-05-13,4999,CREDIT,TXN00988,INR
BANK00989,TXN00989,MERCHANT_002,2026-02-17,499,CREDIT,TXN00989,INR
BANK00990,TXN00990,MERCHANT_002,2026-04-18,7999,CREDIT,TXN00990,INR
BANK00991,TXN00991,MERCHANT_004,2026-06-24,2499,CREDIT,TXN00991,INR
BANK00992,TXN00992,MERCHANT_005,2026-02-13,4999,CREDIT,TXN00992,INR
BANK00993,TXN00993,MERCHANT_002,2026-01-12,499,CREDIT,TXN00993,INR
BANK00994,TXN00994,MERCHANT_005,2026-01-11,3999,CREDIT,TXN00994,INR
BANK00995,TXN00995,MERCHANT_002,2026-03-08,499,CREDIT,TXN00995,INR
BANK00996,TXN00996,MERCHANT_001,2026-06-20,9999,CREDIT,TXN00996,INR
BANK00997,TXN00997,MERCHANT_002,2026-04-25,3999,CREDIT,TXN00997,INR
BANK00998,TXN00998,MERCHANT_002,2026-02-26,9999,CREDIT,TXN00998,INR
BANK00999,TXN00999,MERCHANT_005,2026-02-16,3999,CREDIT,TXN00999,INR
BANK01000,TXN01000,MERCHANT_003,2026-04-27,3999,CREDIT,TXN01000,INR
