order_id,transaction_id,merchant_id,customer_id,order_date,order_amount,currency,payment_method
ORD00937,TXN00937,MERCHANT_005,CUST0165,2026-01-22,299,INR,CARD
ORD00938,TXN00938,MERCHANT_005,CUST0276,2026-01-02,4999,INR,UPI
ORD00939,TXN00939,MERCHANT_002,CUST0108,2026-06-25,1999,INR,UPI
ORD00940,TXN00940,MERCHANT_005,CUST0106,2026-06-29,5999,INR,WALLET
ORD00941,TXN00941,MERCHANT_002,CUST0037,2026-01-07,2499,INR,NETBANKING
ORD00942,TXN00942,MERCHANT_001,CUST0020,2026-01-19,199,INR,CARD
ORD00943,TXN00943,MERCHANT_005,CUST0129,2026-01-19,3999,INR,CARD
ORD00944,TXN00944,MERCHANT_004,CUST0133,2026-04-10,2499,INR,WALLET
ORD00945,TXN00945,MERCHANT_003,CUST0222,2026-01-05,1999,INR,UPI
ORD00946,TXN00946,MERCHANT_001,CUST0274,2026-06-14,5999,INR,UPI
ORD00947,TXN00947,MERCHANT_001,CUST0300,2026-06-29,9999,INR,UPI
ORD00948,TXN00948,MERCHANT_005,CUST0184,2026-01-28,999,INR,NETBANKING
ORD00949,TXN00949,MERCHANT_003,CUST0045,2026-04-23,1999,INR,WALLET
ORD00950,TXN00950,MERCHANT_004,CUST0016,2026-02-10,2999,INR,CARD
ORD00951,TXN00951,MERCHANT_004,CUST0070,2026-05-20,999,INR,CARD
ORD00952,TXN00952,MERCHANT_003,CUST0153,2026-01-03,2999,INR,CARD
ORD00953,TXN00953,MERCHANT_001,CUST0064,2026-01-02,3999,INR,WALLET
ORD00954,TXN00954,MERCHANT_005,CUST0276,2026-01-22,999,INR,CARD
ORD00955,TXN00955,MERCHANT_002,CUST0177,2026-04-16,4999,INR,CARD
ORD00956,TXN00956,MERCHANT_002,CUST0083,2026-02-26,3999,INR,NETBANKING
ORD00957,TXN00957,MERCHANT_001,CUST0100,2026-02-16,4999,INR,UPI
ORD00958,TXN00958,MERCHANT_004,CUST0282,2026-06-15,2999,INR,UPI
ORD00959,TXN00959,MERCHANT_001,CUST0149,2026-03-06,299,INR,CARD
ORD00960,TXN00960,MERCHANT_004,CUST0298,2026-03-26,1499,INR,CARD
ORD00961,TXN00961,MERCHANT_001,CUST0121,2026-03-14,3999,INR,UPI
ORD00962,TXN00962,MERCHANT_003,CUST0100,2026-05-05,2499,INR,NETBANKING
ORD00963,TXN00963,MERCHANT_005,CUST0157,2026-02-09,3999,INR,NETBANKING
ORD00964,TXN00964,MERCHANT_004,CUST0162,2026-02-13,199,INR,NETBANKING
ORD00965,TXN00965,MERCHANT_002,CUST0127,2026-06-14,1999,INR,NETBANKING
ORD00966,TXN00966,MERCHANT_002,CUST0185,2026-06-23,5999,INR,NETBANKING
ORD00967,TXN00967,MERCHANT_004,CUST0246,2026-04-25,1499,INR,NETBANKING
ORD00968,TXN00968,MERCHANT_005,CUST0250,2026-01-28,499,INR,UPI
ORD00969,TXN00969,MERCHANT_002,CUST0144,2026-05-18,799,INR,NETBANKING
ORD00970,TXN00970,MERCHANT_001,CUST0040,2026-01-05,9999,INR,UPI
ORD00971,TXN00971,MERCHANT_005,CUST0298,2026-04-14,7999,INR,CARD
ORD00972,TXN00972,MERCHANT_005,CUST0019,2026-03-08,2999,INR,WALLET
ORD00973,TXN00973,MERCHANT_003,CUST0077,2026-04-11,799,INR,NETBANKING
ORD00974,TXN00974,MERCHANT_004,CUST0069,2026-05-09,2999,INR,UPI
ORD00975,TXN00975,MERCHANT_003,CUST0204,2026-05-09,199,INR,CARD
ORD00976,TXN00976,MERCHANT_005,CUST0085,2026-02-05,2499,INR,CARD
ORD00977,TXN00977,MERCHANT_005,CUST0092,2026-05-25,4999,INR,CARD
ORD00978,TXN00978,MERCHANT_003,CUST0248,2026-01-11,799,INR,WALLET
ORD00979,TXN00979,MERCHANT_001,CUST0119,2026-03-09,1499,INR,CARD
ORD00980,TXN00980,MERCHANT_002,CUST0022,2026-05-13,7999,INR,NETBANKING
ORD00981,TXN00981,MERCHANT_004,CUST0199,2026-04-27,199,INR,UPI
ORD00982,TXN00982,MERCHANT_001,CUST0166,2026-06-30,2999,INR,NETBANKING
ORD00983,TXN00983,MERCHANT_005,CUST0135,2026-05-20,3999,INR,CARD
ORD00984,TXN00984,MERCHANT_004,CUST0193,2026-04-04,3999,INR,UPI
ORD00985,TXN00985,MERCHANT_003,CUST0265,2026-04-07,799,INR,WALLET
ORD00986,TXN00986,MERCHANT_003,CUST0181,2026-05-05,7999,INR,WALLET
ORD00987,TXN00987,MERCHANT_005,CUST0004,2026-02-05,2499,INR,CARD
ORD00988,TXN00988,MERCHANT_001,CUST0118,2026-05-12,4999,INR,NETBANKING
ORD00989,TXN00989,MERCHANT_002,CUST0109,2026-02-17,499,INR,NETBANKING
ORD00990,TXN00990,MERCHANT_002,CUST0061,2026-04-17,7999,INR,NETBANKING
ORD00991,TXN00991,MERCHANT_004,CUST0059,2026-06-22,2499,INR,WALLET
ORD00992,TXN00992,MERCHANT_005,CUST0108,2026-02-11,4999,INR,WALLET
ORD00993,TXN00993,MERCHANT_002,CUST0012,2026-01-12,499,INR,CARD
ORD00994,TXN00994,MERCHANT_005,CUST0069,2026-01-11,3999,INR,CARD
ORD00995,TXN00995,MERCHANT_002,CUST0029,2026-03-08,499,INR,WALLET
ORD00996,TXN00996,MERCHANT_001,CUST0289,2026-06-19,9999,INR,NETBANKING
ORD00997,TXN00997,MERCHANT_002,CUST0044,2026-04-25,3999,INR,WALLET
ORD00998,TXN00998,MERCHANT_002,CUST0247,2026-02-26,9999,INR,WALLET
ORD00999,TXN00999,MERCHANT_005,CUST0074,2026-02-16,3999,INR,NETBANKING
ORD01000,TXN01000,MERCHANT_003,CUST0086,2026-04-27,3999,INR,UPI
