payment_id,transaction_id,order_id,merchant_id,payment_date,payment_amount,payment_status,payment_method,currency
PAY00810,TXN00810,ORD00810,MERCHANT_003,2026-02-25,2499,SUCCESS,NETBANKING,INR
PAY00811,TXN00811,ORD00811,MERCHANT_005,2026-04-13,3999,SUCCESS,UPI,INR
PAY00812,TXN00812,ORD00812,MERCHANT_005,2026-06-19,9999,SUCCESS,NETBANKING,INR
PAY00813,TXN00813,ORD00813,MERCHANT_005,2026-06-05,999,SUCCESS,NETBANKING,INR
PAY00814,TXN00814,ORD00814,MERCHANT_004,2026-01-18,1499,SUCCESS,NETBANKING,INR
PAY00815,TXN00815,ORD00815,MERCHANT_003,2026-03-10,4999,SUCCESS,NETBANKING,INR
PAY00816,TXN00816,ORD00816,MERCHANT_002,2026-05-14,7999,SUCCESS,CARD,INR
PAY00817,TXN00817,ORD00817,MERCHANT_005,2026-04-15,4999,SUCCESS,NETBANKING,INR
PAY00818,TXN00818,ORD00818,MERCHANT_001,2026-06-19,2499,SUCCESS,NETBANKING,INR
PAY00819,TXN00819,ORD00819,MERCHANT_004,2026-04-14,1999,SUCCESS,UPI,INR
PAY00820,TXN00820,ORD00820,MERCHANT_005,2026-02-18,1499,SUCCESS,CARD,INR
PAY00821,TXN00821,ORD00821,MERCHANT_004,2026-06-22,1499,SUCCESS,NETBANKING,INR
PAY00822,TXN00822,ORD00822,MERCHANT_005,2026-02-18,999,SUCCESS,UPI,INR
PAY00823,TXN00823,ORD00823,MERCHANT_002,2026-03-10,5999,SUCCESS,CARD,INR
PAY00824,TXN00824,ORD00824,MERCHANT_001,2026-02-26,1499,SUCCESS,CARD,INR
PAY00825,TXN00825,ORD00825,MERCHANT_004,2026-03-26,1499,SUCCESS,NETBANKING,INR
PAY00826,TXN00826,ORD00826,MERCHANT_003,2026-05-01,9999,SUCCESS,UPI,INR
PAY00827,TXN00827,ORD00827,MERCHANT_001,2026-06-12,3999,SUCCESS,UPI,INR
PAY00828,TXN00828,ORD00828,MERCHANT_002,2026-05-11,299,SUCCESS,WALLET,INR
PAY00829,TXN00829,ORD00829,MERCHANT_003,2026-04-17,199,SUCCESS,CARD,INR
PAY00830,TXN00830,ORD00830,MERCHANT_002,2026-03-29,1999,SUCCESS,WALLET,INR
PAY00831,TXN00831,ORD00831,MERCHANT_003,2026-02-17,7999,SUCCESS,UPI,INR
PAY00832,TXN00832,ORD00832,MERCHANT_003,2026-06-11,499,SUCCESS,NETBANKING,INR
PAY00833,TXN00833,ORD00833,MERCHANT_001,2026-04-26,999,SUCCESS,CARD,INR
PAY00834,TXN00834,ORD00834,MERCHANT_005,2026-02-11,2499,SUCCESS,UPI,INR
PAY00835,TXN00835,ORD00835,MERCHANT_005,2026-04-23,4999,SUCCESS,WALLET,INR
PAY00836,TXN00836,ORD00836,MERCHANT_004,2026-05-05,1999,SUCCESS,UPI,INR
PAY00837,TXN00837,ORD00837,MERCHANT_005,2026-02-21,5999,SUCCESS,NETBANKING,INR
PAY00838,TXN00838,ORD00838,MERCHANT_003,2026-05-16,799,SUCCESS,UPI,INR
PAY00839,TXN00839,ORD00839,MERCHANT_002,2026-02-28,5999,SUCCESS,NETBANKING,INR
PAY00840,TXN00840,ORD00840,MERCHANT_002,2026-01-29,1999,SUCCESS,NETBANKING,INR
PAY00841,TXN00841,ORD00841,MERCHANT_001,2026-01-12,999,SUCCESS,NETBANKING,INR
PAY00842,TXN00842,ORD00842,MERCHANT_005,2026-06-02,2999,SUCCESS,NETBANKING,INR
PAY00843,TXN00843,ORD00843,MERCHANT_002,2026-03-30,2499,SUCCESS,NETBANKING,INR
PAY00844,TXN00844,ORD00844,MERCHANT_002,2026-04-15,199,SUCCESS,CARD,INR
PAY00845,TXN00845,ORD00845,MERCHANT_002,2026-02-24,5999,SUCCESS,UPI,INR
PAY00846,TXN00846,ORD00846,MERCHANT_002,2026-02-02,1499,SUCCESS,UPI,INR
PAY00847,TXN00847,ORD00847,MERCHANT_003,2026-05-17,3999,SUCCESS,UPI,INR
PAY00848,TXN00848,ORD00848,MERCHANT_001,2026-06-19,9999,SUCCESS,UPI,INR
PAY00849,TXN00849,ORD00849,MERCHANT_001,2026-04-18,2499,SUCCESS,WALLET,INR
PAY00850,TXN00850,ORD00850,MERCHANT_005,2026-03-08,2499,SUCCESS,CARD,INR
PAY00851,TXN00851,ORD00851,MERCHANT_001,2026-03-19,1999,SUCCESS,UPI,INR
PAY00852,TXN00852,ORD00852,MERCHANT_003,2026-06-10,3999,SUCCESS,CARD,INR
PAY00853,TXN00853,ORD00853,MERCHANT_001,2026-05-11,5999,SUCCESS,UPI,INR
PAY00854,TXN00854,ORD00854,MERCHANT_001,2026-01-30,2499,SUCCESS,CARD,INR
PAY00855,TXN00855,ORD00855,MERCHANT_003,2026-05-15,799,SUCCESS,NETBANKING,INR
PAY00856,TXN00856,ORD00856,MERCHANT_003,2026-02-13,199,SUCCESS,WALLET,INR
PAY00857,TXN00857,ORD00857,MERCHANT_004,2026-03-26,799,SUCCESS,UPI,INR
PAY00858,TXN00858,ORD00858,MERCHANT_001,2026-01-30,9999,SUCCESS,WALLET,INR
PAY00859,TXN00859,ORD00859,MERCHANT_001,2026-05-12,299,SUCCESS,UPI,INR
PAY00860,TXN00860,ORD00860,MERCHANT_002,2026-04-28,999,SUCCESS,NETBANKING,INR
PAY00861,TXN00861,ORD00861,MERCHANT_001,2026-01-27,9999,SUCCESS,CARD,INR
PAY00862,TXN00862,ORD00862,MERCHANT_003,2026-04-04,7999,SUCCESS,NETBANKING,INR
PAY00863,TXN00863,ORD00863,MERCHANT_001,2026-01-27,9999,SUCCESS,UPI,INR
PAY00864,TXN00864,ORD00864,MERCHANT_002,2026-06-20,4999,SUCCESS,CARD,INR
PAY00865,TXN00865,ORD00865,MERCHANT_003,2026-04-23,3999,SUCCESS,NETBANKING,INR
PAY00866,TXN00866,ORD00866,MERCHANT_003,2026-03-29,499,SUCCESS,UPI,INR
PAY00867,TXN00867,ORD00867,MERCHANT_004,2026-04-27,999,SUCCESS,WALLET,INR
PAY00868,TXN00868,ORD00868,MERCHANT_004,2026-06-16,7999,SUCCESS,CARD,INR
PAY00869,TXN00869,ORD00869,MERCHANT_002,2026-06-28,5999,SUCCESS,UPI,INR
PAY00870,TXN00870,ORD00870,MERCHANT_001,2026-04-18,3999,SUCCESS,WALLET,INR
PAY00871,TXN00871,ORD00871,MERCHANT_004,2026-02-16,3999,SUCCESS,WALLET,INR
PAY00872,TXN00872,ORD00872,MERCHANT_005,2026-01-09,9999,SUCCESS,CARD,INR
PAY00873,TXN00873,ORD00873,MERCHANT_004,2026-01-30,1999,SUCCESS,WALLET,INR
PAY00874,TXN00874,ORD00874,MERCHANT_001,2026-03-09,4999,SUCCESS,NETBANKING,INR
PAY00875,TXN00875,ORD00875,MERCHANT_005,2026-05-30,5999,SUCCESS,CARD,INR
PAY00876,TXN00876,ORD00876,MERCHANT_005,2026-05-15,5999,SUCCESS,UPI,INR
PAY00877,TXN00877,ORD00877,MERCHANT_002,2026-05-04,1499,SUCCESS,WALLET,INR
PAY00878,TXN00878,ORD00878,MERCHANT_005,2026-06-06,199,SUCCESS,UPI,INR
PAY00879,TXN00879,ORD00879,MERCHANT_005,2026-05-02,9999,SUCCESS,WALLET,INR
PAY00880,TXN00880,ORD00880,MERCHANT_001,2026-05-06,1499,SUCCESS,CARD,INR
PAY00881,TXN00881,ORD00881,MERCHANT_003,2026-01-13,2999,SUCCESS,CARD,INR
PAY00882,TXN00882,ORD00882,MERCHANT_004,2026-04-15,9999,SUCCESS,CARD,INR
PAY00883,TXN00883,ORD00883,MERCHANT_004,2026-04-24,7999,SUCCESS,WALLET,INR
PAY00884,TXN00884,ORD00884,MERCHANT_004,2026-04-25,1499,SUCCESS,UPI,INR
PAY00885,TXN00885,ORD00885,MERCHANT_001,2026-01-27,1999,SUCCESS,WALLET,INR
PAY00886,TXN00886,ORD00886,MERCHANT_005,2026-05-21,199,SUCCESS,UPI,INR
PAY00887,TXN00887,ORD00887,MERCHANT_005,2026-05-24,799,SUCCESS,WALLET,INR
PAY00888,TXN00888,ORD00888,MERCHANT_003,2026-01-15,9999,SUCCESS,CARD,INR
PAY00889,TXN00889,ORD00889,MERCHANT_003,2026-05-26,7999,SUCCESS,WALLET,INR
PAY00890,TXN00890,ORD00890,MERCHANT_004,2026-01-30,299,SUCCESS,CARD,INR
PAY00891,TXN00891,ORD00891,MERCHANT_003,2026-04-02,9999,SUCCESS,NETBANKING,INR
PAY00892,TXN00892,ORD00892,MERCHANT_005,2026-04-06,5999,SUCCESS,UPI,INR
PAY00893,TXN00893,ORD00893,MERCHANT_002,2026-05-08,499,SUCCESS,WALLET,INR
PAY00894,TXN00894,ORD00894,MERCHANT_003,2026-06-06,799,SUCCESS,CARD,INR
PAY00895,TXN00895,ORD00895,MERCHANT_004,2026-02-25,2499,SUCCESS,CARD,INR
PAY00896,TXN00896,ORD00896,MERCHANT_001,2026-04-17,199,SUCCESS,UPI,INR
PAY00897,TXN00897,ORD00897,MERCHANT_004,2026-06-20,3999,SUCCESS,CARD,INR
PAY00898,TXN00898,ORD00898,MERCHANT_001,2026-05-17,5999,SUCCESS,UPI,INR
PAY00899,TXN00899,ORD00899,MERCHANT_004,2026-05-31,2499,SUCCESS,CARD,INR
PAY00900,TXN00900,ORD00900,MERCHANT_002,2026-02-03,299,SUCCESS,WALLET,INR
PAY00901,TXN00901,ORD00901,MERCHANT_005,2026-04-09,1999,SUCCESS,CARD,INR
PAY00902,TXN00902,ORD00902,MERCHANT_004,2026-03-31,999,SUCCESS,WALLET,INR
PAY00903,TXN00903,ORD00903,MERCHANT_002,2026-04-17,3999,SUCCESS,NETBANKING,INR
PAY00904,TXN00904,ORD00904,MERCHANT_003,2026-05-24,4999,SUCCESS,CARD,INR
PAY00905,TXN00905,ORD00905,MERCHANT_002,2026-06-11,5999,SUCCESS,NETBANKING,INR
PAY00906,TXN00906,ORD00906,MERCHANT_002,2026-06-17,499,SUCCESS,NETBANKING,INR
PAY00907,TXN00907,ORD00907,MERCHANT_003,2026-05-25,2499,SUCCESS,WALLET,INR
PAY00908,TXN00908,ORD00908,MERCHANT_003,2026-04-19,7999,SUCCESS,UPI,INR
PAY00909,TXN00909,ORD00909,MERCHANT_001,2026-01-07,1999,SUCCESS,CARD,INR
PAY00910,TXN00910,ORD00910,MERCHANT_001,2026-02-21,999,SUCCESS,CARD,INR
PAY00911,TXN00911,ORD00911,MERCHANT_003,2026-02-07,9999,SUCCESS,UPI,INR
PAY00912,TXN00912,ORD00912,MERCHANT_002,2026-05-20,199,SUCCESS,NETBANKING,INR
PAY00913,TXN00913,ORD00913,MERCHANT_001,2026-06-09,9999,SUCCESS,CARD,INR
PAY00914,TXN00914,ORD00914,MERCHANT_004,2026-03-02,2999,SUCCESS,NETBANKING,INR
PAY00915,TXN00915,ORD00915,MERCHANT_004,2026-04-10,1999,SUCCESS,NETBANKING,INR
PAY00916,TXN00916,ORD00916,MERCHANT_001,2026-01-06,5999,SUCCESS,NETBANKING,INR
PAY00917,TXN00917,ORD00917,MERCHANT_005,2026-04-25,9999,SUCCESS,CARD,INR
PAY00918,TXN00918,ORD00918,MERCHANT_005,2026-05-20,5999,SUCCESS,CARD,INR
PAY00919,TXN00919,ORD00919,MERCHANT_003,2026-04-26,499,SUCCESS,UPI,INR
PAY00920,TXN00920,ORD00920,MERCHANT_002,2026-05-13,299,SUCCESS,WALLET,INR
PAY00921,TXN00921,ORD00921,MERCHANT_004,2026-03-14,2999,SUCCESS,NETBANKING,INR
PAY00922,TXN00922,ORD00922,MERCHANT_002,2026-05-30,9999,SUCCESS,NETBANKING,INR
PAY00923,TXN00923,ORD00923,MERCHANT_003,2026-05-01,5999,SUCCESS,CARD,INR
PAY00924,TXN00924,ORD00924,MERCHANT_002,2026-03-26,3999,SUCCESS,UPI,INR
PAY00925,TXN00925,ORD00925,MERCHANT_004,2026-05-28,2999,SUCCESS,NETBANKING,INR
PAY00926,TXN00926,ORD00926,MERCHANT_003,2026-05-15,799,SUCCESS,CARD,INR
PAY00927,TXN00927,ORD00927,MERCHANT_001,2026-05-10,499,SUCCESS,WALLET,INR
PAY00928,TXN00928,ORD00928,MERCHANT_005,2026-04-16,299,SUCCESS,NETBANKING,INR
PAY00929,TXN00929,ORD00929,MERCHANT_002,2026-06-20,1499,SUCCESS,NETBANKING,INR
PAY00930,TXN00930,ORD00930,MERCHANT_003,2026-02-25,7999,SUCCESS,WALLET,INR
PAY00931,TXN00931,ORD00931,MERCHANT_001,2026-01-30,4999,SUCCESS,NETBANKING,INR
PAY00932,TXN00932,ORD00932,MERCHANT_002,2026-06-14,3999,SUCCESS,CARD,INR
PAY00933,TXN00933,ORD00933,MERCHANT_003,2026-04-08,7999,SUCCESS,UPI,INR
PAY00934,TXN00934,ORD00934,MERCHANT_003,2026-05-19,5999,SUCCESS,NETBANKING,INR
PAY00935,TXN00935,ORD00935,MERCHANT_005,2026-04-08,2999,SUCCESS,WALLET,INR
PAY00936,TXN00936,ORD00936,MERCHANT_001,2026-03-17,4999,SUCCESS,CARD,INR
PAY00937,TXN00937,ORD00937,MERCHANT_005,2026-01-22,299,SUCCESS,CARD,INR
PAY00938,TXN00938,ORD00938,MERCHANT_005,2026-01-02,4999,SUCCESS,UPI,INR
PAY00939,TXN00939,ORD00939,MERCHANT_002,2026-06-27,1999,SUCCESS,UPI,INR
PAY00940,TXN00940,ORD00940,MERCHANT_005,2026-06-30,5999,SUCCESS,WALLET,INR
PAY00941,TXN00941,ORD00941,MERCHANT_002,2026-01-09,2499,SUCCESS,NETBANKING,INR
PAY00942,TXN00942,ORD00942,MERCHANT_001,2026-01-19,199,SUCCESS,CARD,INR
PAY00943,TXN00943,ORD00943,MERCHANT_005,2026-01-19,3999,SUCCESS,CARD,INR
PAY00944,TXN00944,ORD00944,MERCHANT_004,2026-04-10,2499,SUCCESS,WALLET,INR
PAY00945,TXN00945,ORD00945,MERCHANT_003,2026-01-07,1999,SUCCESS,UPI,INR
PAY00946,TXN00946,ORD00946,MERCHANT_001,2026-06-15,5999,SUCCESS,UPI,INR
PAY00947,TXN00947,ORD00947,MERCHANT_001,2026-06-29,9999,SUCCESS,UPI,INR
PAY00948,TXN00948,ORD00948,MERCHANT_005,2026-01-30,999,SUCCESS,NETBANKING,INR
PAY00949,TXN00949,ORD00949,MERCHANT_003,2026-04-24,1999,SUCCESS,WALLET,INR
PAY00950,TXN00950,ORD00950,MERCHANT_004,2026-02-11,2999,SUCCESS,CARD,INR
PAY00951,TXN00951,ORD00951,MERCHANT_004,2026-05-21,999,SUCCESS,CARD,INR
PAY00952,TXN00952,ORD00952,MERCHANT_003,2026-01-03,2999,SUCCESS,CARD,INR
PAY00953,TXN00953,ORD00953,MERCHANT_001,2026-01-02,3999,SUCCESS,WALLET,INR
PAY00954,TXN00954,ORD00954,MERCHANT_005,2026-01-22,999,SUCCESS,CARD,INR
PAY00955,TXN00955,ORD00955,MERCHANT_002,2026-04-16,4999,SUCCESS,CARD,INR
PAY00956,TXN00956,ORD00956,MERCHANT_002,2026-02-26,3999,SUCCESS,NETBANKING,INR
PAY00957,TXN00957,ORD00957,MERCHANT_001,2026-02-16,4999,SUCCESS,UPI,INR
PAY00958,TXN00958,ORD00958,MERCHANT_004,2026-06-15,2999,SUCCESS,UPI,INR
PAY00959,TXN00959,ORD00959,MERCHANT_001,2026-03-06,299,SUCCESS,CARD,INR
PAY00960,TXN00960,ORD00960,MERCHANT_004,2026-03-26,1499,SUCCESS,CARD,INR
PAY00961,TXN00961,ORD00961,MERCHANT_001,2026-03-16,3999,SUCCESS,UPI,INR
PAY00962,TXN00962,ORD00962,MERCHANT_003,2026-05-06,2499,SUCCESS,NETBANKING,INR
PAY00963,TXN00963,ORD00963,MERCHANT_005,2026-02-09,3999,SUCCESS,NETBANKING,INR
PAY00964,TXN00964,ORD00964,MERCHANT_004,2026-02-13,199,SUCCESS,NETBANKING,INR
PAY00965,TXN00965,ORD00965,MERCHANT_002,2026-06-14,1999,SUCCESS,NETBANKING,INR
PAY00966,TXN00966,ORD00966,MERCHANT_002,2026-06-23,5999,SUCCESS,NETBANKING,INR
PAY00967,TXN00967,ORD00967,MERCHANT_004,2026-04-26,1499,SUCCESS,NETBANKING,INR
PAY00968,TXN00968,ORD00968,MERCHANT_005,2026-01-28,499,SUCCESS,UPI,INR
PAY00969,TXN00969,ORD00969,MERCHANT_002,2026-05-20,799,SUCCESS,NETBANKING,INR
PAY00970,TXN00970,ORD00970,MERCHANT_001,2026-01-05,9999,SUCCESS,UPI,INR
PAY00971,TXN00971,ORD00971,MERCHANT_005,2026-04-16,7999,SUCCESS,CARD,INR
PAY00972,TXN00972,ORD00972,MERCHANT_005,2026-03-09,2999,SUCCESS,WALLET,INR
PAY00973,TXN00973,ORD00973,MERCHANT_003,2026-04-11,799,SUCCESS,NETBANKING,INR
PAY00974,TXN00974,ORD00974,MERCHANT_004,2026-05-09,2999,SUCCESS,UPI,INR
PAY00975,TXN00975,ORD00975,MERCHANT_003,2026-05-10,199,SUCCESS,CARD,INR
PAY00976,TXN00976,ORD00976,MERCHANT_005,2026-02-05,2499,SUCCESS,CARD,INR
PAY00977,TXN00977,ORD00977,MERCHANT_005,2026-05-26,4999,SUCCESS,CARD,INR
PAY00978,TXN00978,ORD00978,MERCHANT_003,2026-01-12,799,SUCCESS,WALLET,INR
PAY00979,TXN00979,ORD00979,MERCHANT_001,2026-03-10,1499,SUCCESS,CARD,INR
PAY00980,TXN00980,ORD00980,MERCHANT_002,2026-05-13,7999,SUCCESS,NETBANKING,INR
PAY00981,TXN00981,ORD00981,MERCHANT_004,2026-04-27,199,SUCCESS,UPI,INR
PAY00982,TXN00982,ORD00982,MERCHANT_001,2026-06-30,2999,SUCCESS,NETBANKING,INR
PAY00983,TXN00983,ORD00983,MERCHANT_005,2026-05-20,3999,SUCCESS,CARD,INR
PAY00984,TXN00984,ORD00984,MERCHANT_004,2026-04-05,3999,SUCCESS,UPI,INR
PAY00985,TXN00985,ORD00985,MERCHANT_003,2026-04-07,799,SUCCESS,WALLET,INR
PAY00986,TXN00986,ORD00986,MERCHANT_003,2026-05-05,7999,SUCCESS,WALLET,INR
PAY00987,TXN00987,ORD00987,MERCHANT_005,2026-02-06,2499,SUCCESS,CARD,INR
PAY00988,TXN00988,ORD00988,MERCHANT_001,2026-05-13,4999,SUCCESS,NETBANKING,INR
PAY00989,TXN00989,ORD00989,MERCHANT_002,2026-02-17,499,SUCCESS,NETBANKING,INR
PAY00990,TXN00990,ORD00990,MERCHANT_002,2026-04-18,7999,SUCCESS,NETBANKING,INR
PAY00991,TXN00991,ORD00991,MERCHANT_004,2026-06-24,2499,SUCCESS,WALLET,INR
PAY00992,TXN00992,ORD00992,MERCHANT_005,2026-02-13,4999,SUCCESS,WALLET,INR
PAY00993,TXN00993,ORD00993,MERCHANT_002,2026-01-12,499,SUCCESS,CARD,INR
PAY00994,TXN00994,ORD00994,MERCHANT_005,2026-01-11,3999,SUCCESS,CARD,INR
PAY00995,TXN00995,ORD00995,MERCHANT_002,2026-03-08,499,SUCCESS,WALLET,INR
PAY00996,TXN00996,ORD00996,MERCHANT_001,2026-06-20,9999,SUCCESS,NETBANKING,INR
PAY00997,TXN00997,ORD00997,MERCHANT_002,2026-04-25,3999,SUCCESS,WALLET,INR
PAY00998,TXN00998,ORD00998,MERCHANT_002,2026-02-26,9999,SUCCESS,WALLET,INR
PAY00999,TXN00999,ORD00999,MERCHANT_005,2026-02-16,3999,SUCCESS,NETBANKING,INR
PAY01000,TXN01000,ORD01000,MERCHANT_003,2026-04-27,3999,SUCCESS,UPI,INR
